age,educ,gender,religion,income,immig,loginc
23,16,Female,Orthodox & other christians,255,0,5.5412636
37,12,Male,Orthodox & other christians,402,7.3333335,5.9964519
37,11,Female,Orthodox & other christians,240,6.3333335,5.480639
48,11,Male,Orthodox & other christians,421,6.3333335,6.0426331
49,16,Female,Orthodox & other christians,398,4,5.9864521
56,14,Female,Orthodox & other christians,322,5.3333335,5.7745514
39,16,Female,Orthodox & other christians,286,4,5.655992
49,11,Female,Orthodox & other christians,245,5.3333335,5.5012584
24,8,Male,Protestant,255,7.3333335,5.5412636
57,12,Female,Orthodox & other christians,168,2.6666667,5.1239638
47,11,Female,Orthodox & other christians,255,3,5.5412636
59,12,Male,Orthodox & other christians,204,4.3333335,5.31812
49,11,Female,Orthodox & other christians,163,2.3333333,5.09375
38,18,Female,Orthodox & other christians,255,6.6666665,5.5412636
55,8,Male,Islamic,194,8,5.267858
49,7,Male,Islamic,153,6.3333335,5.0304379
48,12,Male,Orthodox & other christians,153,6.3333335,5.0304379
39,7,Male,Islamic,7,7.6666665,1.9459101
29,8,Male,Islamic,255,10,5.5412636
28,8,Female,No religion,230,4.3333335,5.4380794
42,12,Male,Orthodox & other christians,460,5.6666665,6.1312265
62,11,Male,Orthodox & other christians,357,5.3333335,5.8777356
38,11,Male,Orthodox & other christians,255,5,5.5412636
37,16,Male,Orthodox & other christians,460,5.3333335,6.1312265
39,11,Male,No religion,613,5,6.418365
26,17,Female,Orthodox & other christians,255,3.6666667,5.5412636
39,12,Female,No religion,306,4.6666665,5.7235851
28,16,Male,Orthodox & other christians,357,3.6666667,5.8777356
62,17,Male,No religion,409,2,6.0137153
51,17,Male,Orthodox & other christians,511,4.3333335,6.2363696
39,12,Female,No religion,153,5.3333335,5.0304379
36,15,Female,Islamic,306,5,5.7235851
59,12,Female,Orthodox & other christians,178,5,5.1817837
32,17,Female,Orthodox & other christians,357,5,5.8777356
39,15,Female,Orthodox & other christians,281,6,5.6383548
44,18,Male,Orthodox & other christians,485,8.666667,6.1841488
44,12,Male,Orthodox & other christians,613,6.6666665,6.418365
35,17,Male,Orthodox & other christians,434,2.3333333,6.0730443
56,12,Male,Orthodox & other christians,511,.33333334,6.2363696
36,17,Female,Orthodox & other christians,398,7.6666665,5.9864521
45,8,Female,Islamic,230,6.6666665,5.4380794
27,18,Female,Orthodox & other christians,409,5,6.0137153
53,11,Male,Orthodox & other christians,357,7.6666665,5.8777356
53,19,Female,No religion,296,6.6666665,5.6903596
51,11,Female,Orthodox & other christians,178,8,5.1817837
53,11,Female,Orthodox & other christians,204,.66666669,5.31812
38,15,Female,No religion,286,7,5.655992
60,17,Female,Orthodox & other christians,383,8.333333,5.9480348
32,17,Male,No religion,332,6.3333335,5.8051348
26,18,Female,Orthodox & other christians,214,6.6666665,5.3659759
56,11,Male,Orthodox & other christians,281,5.6666665,5.6383548
29,19,Female,Orthodox & other christians,511,9,6.2363696
36,18,Male,Orthodox & other christians,424,4.6666665,6.0497336
43,12,Male,Orthodox & other christians,282,8.666667,5.6419072
60,11,Male,Orthodox & other christians,383,6.3333335,5.9480348
48,12,Female,Orthodox & other christians,122,3.6666667,4.8040209
42,12,Male,Orthodox & other christians,562,6.3333335,6.331502
56,12,Male,Orthodox & other christians,613,1,6.418365
39,12,Male,Orthodox & other christians,127,5,4.8441873
63,12,Male,Orthodox & other christians,194,.66666669,5.267858
22,12,Male,Orthodox & other christians,255,3.6666667,5.5412636
51,11,Female,Orthodox & other christians,245,4.6666665,5.5012584
35,11,Female,Orthodox & other christians,163,7,5.09375
23,7,Male,No religion,173,7.6666665,5.1532917
39,12,Female,No religion,148,5.3333335,4.9972124
39,12,Female,Orthodox & other christians,122,4,4.8040209
56,8,Female,Orthodox & other christians,81,10,4.3944492
55,14,Female,No religion,235,6.3333335,5.4595857
50,12,Female,Orthodox & other christians,150,10,5.0106354
60,17,Female,Orthodox & other christians,429,10,6.0614572
52,9,Female,Orthodox & other christians,132,5,4.882802
59,12,Female,Orthodox & other christians,127,9,4.8441873
50,12,Male,No religion,204,10,5.31812
41,12,Female,Orthodox & other christians,178,10,5.1817837
47,14,Male,Orthodox & other christians,306,9.666667,5.7235851
35,13,Male,Orthodox & other christians,153,7.6666665,5.0304379
37,17,Female,Orthodox & other christians,383,8.666667,5.9480348
43,17,Female,Orthodox & other christians,511,6.6666665,6.2363696
32,12,Female,Orthodox & other christians,204,6.6666665,5.31812
31,13,Male,Orthodox & other christians,281,5.6666665,5.6383548
23,12,Male,No religion,281,6,5.6383548
50,11,Female,Orthodox & other christians,230,6,5.4380794
25,13,Female,No religion,127,5.3333335,4.8441873
61,10,Male,Orthodox & other christians,153,6.3333335,5.0304379
49,12,Male,Orthodox & other christians,153,7.3333335,5.0304379
51,11,Male,Orthodox & other christians,214,8.333333,5.3659759
32,11,Male,Orthodox & other christians,255,6.3333335,5.5412636
51,11,Male,Orthodox & other christians,230,6,5.4380794
46,11,Female,Orthodox & other christians,255,5.3333335,5.5412636
50,12,Female,Orthodox & other christians,127,6.6666665,4.8441873
33,14,Male,Orthodox & other christians,153,9.666667,5.0304379
61,9,Male,Orthodox & other christians,204,.33333334,5.31812
63,11,Male,Orthodox & other christians,168,5,5.1239638
50,10,Male,Orthodox & other christians,176,9.333333,5.1704841
46,17,Male,No religion,357,8.666667,5.8777356
46,11,Female,Orthodox & other christians,281,4.3333335,5.6383548
46,11,Female,Islamic,168,6.3333335,5.1239638
49,8,Female,Islamic,178,7.3333335,5.1817837
63,15,Female,Orthodox & other christians,204,6.6666665,5.31812
56,12,Male,No religion,409,7.6666665,6.0137153
56,12,Male,Islamic,184,8,5.2149358
59,8,Female,No religion,66,7,4.1896548
25,8,Male,Islamic,204,2.3333333,5.31812
57,11,Male,Islamic,184,3,5.2149358
46,11,Female,Islamic,122,0,4.8040209
37,8,Male,Islamic,204,6,5.31812
37,11,Female,No religion,255,6.3333335,5.5412636
35,11,Female,Orthodox & other christians,204,4.6666665,5.31812
55,13,Female,Orthodox & other christians,230,6,5.4380794
52,16,Male,Orthodox & other christians,363,8,5.894403
56,15,Male,Orthodox & other christians,265,8,5.57973
50,16,Female,Orthodox & other christians,332,8.333333,5.8051348
49,12,Male,Orthodox & other christians,332,6.6666665,5.8051348
30,13,Male,Orthodox & other christians,352,7,5.8636312
39,18,Male,Orthodox & other christians,332,9,5.8051348
58,11,Female,Orthodox & other christians,173,7,5.1532917
41,11,Female,No religion,204,9.666667,5.31812
36,15,Female,Orthodox & other christians,242,8,5.4889379
62,12,Male,Orthodox & other christians,230,6.6666665,5.4380794
54,13,Female,Orthodox & other christians,291,4.6666665,5.6733232
47,14,Female,Orthodox & other christians,245,6.6666665,5.5012584
55,8,Male,Orthodox & other christians,178,6.3333335,5.1817837
57,12,Female,Orthodox & other christians,286,6.3333335,5.655992
48,11,Male,Orthodox & other christians,357,7.3333335,5.8777356
38,12,Female,Orthodox & other christians,245,7,5.5012584
50,11,Male,Orthodox & other christians,143,8.333333,4.9628448
29,12,Male,Orthodox & other christians,204,10,5.31812
50,13,Female,Orthodox & other christians,153,5.6666665,5.0304379
66,11,Female,Orthodox & other christians,112,7.6666665,4.7184987
51,16,Female,Orthodox & other christians,715,4.3333335,6.5722823
35,12,Female,No religion,132,6.6666665,4.882802
48,11,Male,Orthodox & other christians,199,6.6666665,5.2933049
36,8,Female,Orthodox & other christians,61,8.666667,4.1108737
56,12,Male,Orthodox & other christians,153,7.3333335,5.0304379
56,11,Male,No religion,71,6.3333335,4.2626801
48,11,Female,Orthodox & other christians,168,3.3333333,5.1239638
35,11,Female,Orthodox & other christians,178,5.3333335,5.1817837
60,11,Female,Orthodox & other christians,178,6,5.1817837
43,11,Female,Orthodox & other christians,143,3,4.9628448
60,12,Male,Orthodox & other christians,230,6.3333335,5.4380794
57,10,Male,Orthodox & other christians,306,7,5.7235851
51,12,Male,Orthodox & other christians,322,6.3333335,5.7745514
41,11,Male,No religion,153,7.3333335,5.0304379
48,12,Male,Orthodox & other christians,61,7.3333335,4.1108737
40,8,Female,Orthodox & other christians,76,7,4.3307333
56,12,Female,Orthodox & other christians,61,3.3333333,4.1108737
39,16,Female,Orthodox & other christians,258,6.6666665,5.5529594
49,16,Female,Orthodox & other christians,357,6.3333335,5.8777356
45,12,Male,No religion,255,5,5.5412636
50,11,Female,Orthodox & other christians,204,7.6666665,5.31812
48,11,Female,Orthodox & other christians,153,9.666667,5.0304379
36,12,Male,No religion,409,10,6.0137153
40,11,Female,Orthodox & other christians,204,5,5.31812
43,12,Male,No religion,255,10,5.5412636
44,11,Male,No religion,398,8,5.9864521
41,17,Female,Orthodox & other christians,291,3.3333333,5.6733232
35,12,Male,No religion,357,5,5.8777356
35,16,Female,No religion,255,8,5.5412636
50,14,Female,Orthodox & other christians,306,4,5.7235851
24,7,Male,No religion,143,8,4.9628448
55,12,Male,Orthodox & other christians,255,7,5.5412636
64,15,Female,Orthodox & other christians,153,7.6666665,5.0304379
21,12,Female,Orthodox & other christians,460,1.6666666,6.1312265
56,12,Female,catholic,255,10,5.5412636
24,12,Male,No religion,270,10,5.5984221
30,12,Female,No religion,143,5.6666665,4.9628448
52,12,Male,No religion,357,6,5.8777356
51,11,Female,Orthodox & other christians,117,4.3333335,4.7621741
56,12,Female,No religion,127,3.6666667,4.8441873
45,8,Male,Orthodox & other christians,76,6,4.3307333
27,17,Male,Orthodox & other christians,306,1.3333334,5.7235851
45,11,Male,Orthodox & other christians,178,3.3333333,5.1817837
37,11,Male,Orthodox & other christians,511,5,6.2363696
57,12,Male,No religion,153,9,5.0304379
48,11,Male,No religion,306,7.3333335,5.7235851
52,15,Female,No religion,255,10,5.5412636
47,14,Female,No religion,153,5.3333335,5.0304379
42,11,Female,Orthodox & other christians,122,1.3333334,4.8040209
58,14,Female,Orthodox & other christians,122,4,4.8040209
47,12,Female,Orthodox & other christians,143,8,4.9628448
49,13,Male,Orthodox & other christians,449,3.6666667,6.1070228
38,11,Female,No religion,163,6,5.09375
31,12,Female,No religion,122,5.6666665,4.8040209
54,3,Female,Orthodox & other christians,122,1,4.8040209
60,6,Female,Orthodox & other christians,122,1.3333334,4.8040209
39,12,Female,Orthodox & other christians,158,10,5.0625949
54,12,Male,Orthodox & other christians,102,1,4.6249728
60,11,Female,Orthodox & other christians,235,6,5.4595857
46,8,Female,Islamic,194,6,5.267858
48,17,Female,Orthodox & other christians,357,4.3333335,5.8777356
42,12,Male,Orthodox & other christians,511,5,6.2363696
25,16,Female,Orthodox & other christians,332,6.3333335,5.8051348
59,16,Female,Orthodox & other christians,153,6.6666665,5.0304379
43,16,Female,Orthodox & other christians,306,6,5.7235851
42,12,Male,Orthodox & other christians,357,8,5.8777356
21,8,Female,Islamic,102,1,4.6249728
59,14,Female,Orthodox & other christians,296,4,5.6903596
34,11,Female,Orthodox & other christians,153,5,5.0304379
56,11,Male,Islamic,409,5,6.0137153
48,11,Male,Islamic,409,5.6666665,6.0137153
24,13,Female,Orthodox & other christians,166,3.3333333,5.1119876
47,12,Female,Orthodox & other christians,439,5,6.0844994
63,13,Male,Orthodox & other christians,306,5,5.7235851
52,12,Female,Orthodox & other christians,230,6.3333335,5.4380794
46,14,Female,Orthodox & other christians,204,6,5.31812
28,12,Male,Orthodox & other christians,409,6.3333335,6.0137153
64,18,Female,Orthodox & other christians,409,6.3333335,6.0137153
45,11,Female,Orthodox & other christians,194,4,5.267858
61,11,Female,Orthodox & other christians,219,5.6666665,5.3890719
62,17,Female,Orthodox & other christians,332,5.6666665,5.8051348
32,17,Female,Orthodox & other christians,383,6.3333335,5.9480348
27,12,Male,Orthodox & other christians,281,7,5.6383548
49,12,Female,Orthodox & other christians,204,4,5.31812
31,12,Male,Orthodox & other christians,255,4.6666665,5.5412636
49,11,Female,Protestant,163,6,5.09375
62,8,Male,catholic,153,7.6666665,5.0304379
45,18,Female,Orthodox & other christians,255,2.3333333,5.5412636
58,11,Female,Orthodox & other christians,207,4.3333335,5.3327188
46,12,Female,Orthodox & other christians,409,6,6.0137153
27,16,Female,Orthodox & other christians,153,7.6666665,5.0304379
48,11,Male,Orthodox & other christians,511,6,6.2363696
54,12,Male,Orthodox & other christians,122,3,4.8040209
53,12,Male,Islamic,562,4.3333335,6.331502
58,16,Female,Orthodox & other christians,332,4.6666665,5.8051348
58,16,Female,No religion,357,5.3333335,5.8777356
48,11,Male,Orthodox & other christians,153,6.6666665,5.0304379
53,11,Female,No religion,138,4.3333335,4.9272537
34,17,Female,No religion,766,3.6666667,6.6411819
32,12,Male,Orthodox & other christians,357,6.6666665,5.8777356
46,12,Male,Orthodox & other christians,409,7.3333335,6.0137153
58,8,Female,Islamic,230,6.3333335,5.4380794
30,12,Male,Orthodox & other christians,230,6.3333335,5.4380794
62,11,Male,Orthodox & other christians,215,5.3333335,5.3706379
41,9,Male,Orthodox & other christians,255,6,5.5412636
60,12,Female,No religion,153,4,5.0304379
59,11,Female,Orthodox & other christians,178,4.3333335,5.1817837
45,16,Female,Orthodox & other christians,230,5.3333335,5.4380794
36,12,Male,Orthodox & other christians,306,3.3333333,5.7235851
39,12,Female,No religion,204,5.3333335,5.31812
36,16,Female,Orthodox & other christians,204,9,5.31812
59,7,Female,Islamic,122,7.6666665,4.8040209
47,16,Female,Orthodox & other christians,281,3.6666667,5.6383548
53,12,Male,Orthodox & other christians,296,4,5.6903596
54,11,Female,Orthodox & other christians,148,4.6666665,4.9972124
46,12,Female,Orthodox & other christians,178,4.3333335,5.1817837
51,12,Female,No religion,194,7.3333335,5.267858
54,12,Female,Islamic,281,6.6666665,5.6383548
26,11,Male,Orthodox & other christians,255,7.3333335,5.5412636
21,12,Female,Orthodox & other christians,102,3.3333333,4.6249728
62,12,Female,Orthodox & other christians,204,4,5.31812
28,8,Female,No religion,235,4.6666665,5.4595857
71,16,Male,Protestant,178,4.6666665,5.1817837
49,8,Male,Orthodox & other christians,102,3.3333333,4.6249728
49,19,Female,Orthodox & other christians,306,2.3333333,5.7235851
35,8,Female,Islamic,153,5.6666665,5.0304379
56,17,Female,Orthodox & other christians,357,4,5.8777356
25,8,Female,Islamic,153,5,5.0304379
46,12,Male,Orthodox & other christians,255,3,5.5412636
60,11,Male,Orthodox & other christians,204,2.3333333,5.31812
47,11,Female,Islamic,204,7,5.31812
56,11,Male,Orthodox & other christians,143,5,4.9628448
49,12,Female,Orthodox & other christians,357,7.6666665,5.8777356
32,12,Male,Orthodox & other christians,255,3.3333333,5.5412636
22,13,Male,Orthodox & other christians,178,3.3333333,5.1817837
53,18,Female,Orthodox & other christians,214,6,5.3659759
58,16,Male,Orthodox & other christians,306,3.6666667,5.7235851
35,14,Female,Protestant,212,6.6666665,5.3565865
55,12,Female,Orthodox & other christians,230,5,5.4380794
48,11,Female,Orthodox & other christians,255,5,5.5412636
55,13,Female,Islamic,204,3.6666667,5.31812
34,12,Male,No religion,613,6.3333335,6.418365
52,12,Female,Orthodox & other christians,122,6.3333335,4.8040209
37,11,Male,No religion,224,4.3333335,5.4116459
50,12,Male,Orthodox & other christians,357,2.3333333,5.8777356
59,11,Male,Orthodox & other christians,230,3,5.4380794
59,11,Male,Orthodox & other christians,255,4.6666665,5.5412636
38,11,Female,Islamic,153,3.6666667,5.0304379
56,11,Female,Orthodox & other christians,122,2.3333333,4.8040209
49,11,Male,Orthodox & other christians,122,1,4.8040209
60,11,Female,Orthodox & other christians,204,2.3333333,5.31812
56,16,Female,Orthodox & other christians,332,3.3333333,5.8051348
57,8,Male,Orthodox & other christians,409,5,6.0137153
62,12,Male,No religion,357,6.3333335,5.8777356
45,12,Male,Orthodox & other christians,357,6,5.8777356
51,14,Female,Orthodox & other christians,153,3.6666667,5.0304379
50,12,Male,Orthodox & other christians,332,1,5.8051348
46,11,Female,Orthodox & other christians,204,1,5.31812
51,14,Male,Orthodox & other christians,255,1.6666666,5.5412636
54,11,Female,Orthodox & other christians,357,2.6666667,5.8777356
62,15,Male,Islamic,409,1,6.0137153
31,12,Male,Islamic,357,2,5.8777356
50,16,Female,Orthodox & other christians,357,4,5.8777356
35,13,Male,Orthodox & other christians,153,7.6666665,5.0304379
37,17,Female,Orthodox & other christians,383,8.666667,5.9480348
43,19,Female,Orthodox & other christians,511,6.6666665,6.2363696
53,11,Female,Orthodox & other christians,153,6,5.0304379
49,11,Male,Orthodox & other christians,255,2.6666667,5.5412636
40,12,Male,catholic,102,10,4.6249728
37,11,Male,Orthodox & other christians,306,4.3333335,5.7235851
48,11,Female,Orthodox & other christians,163,5,5.09375
30,12,Female,Orthodox & other christians,123,9.333333,4.8121843
41,16,Male,Orthodox & other christians,409,5,6.0137153
74,16,Female,Orthodox & other christians,255,4.6666665,5.5412636
59,16,Female,Orthodox & other christians,227,5,5.4249501
40,15,Female,No religion,332,3.6666667,5.8051348
56,16,Female,No religion,286,6,5.655992
53,17,Female,No religion,613,5,6.418365
37,12,Female,Orthodox & other christians,357,4.6666665,5.8777356
34,17,Female,Orthodox & other christians,347,6.3333335,5.8493247
30,12,Female,Orthodox & other christians,306,5.6666665,5.7235851
55,12,Male,Orthodox & other christians,664,5,6.498282
68,11,Female,Orthodox & other christians,255,5,5.5412636
28,12,Male,Orthodox & other christians,460,7,6.1312265
43,11,Female,Orthodox & other christians,255,8,5.5412636
31,17,Male,Orthodox & other christians,409,5,6.0137153
33,14,Female,Orthodox & other christians,460,8,6.1312265
20,8,Female,Orthodox & other christians,102,7,4.6249728
25,12,Male,No religion,419,8,6.0378709
56,17,Female,Orthodox & other christians,562,6.6666665,6.331502
55,16,Female,No religion,230,7.6666665,5.4380794
57,16,Female,No religion,122,.33333334,4.8040209
57,15,Male,Orthodox & other christians,178,1.6666666,5.1817837
25,11,Female,Orthodox & other christians,409,6,6.0137153
54,16,Female,Orthodox & other christians,196,4.6666665,5.2781148
52,14,Male,Orthodox & other christians,255,5.3333335,5.5412636
33,18,Male,No religion,511,5,6.2363696
25,16,Male,No religion,306,6.3333335,5.7235851
49,16,Male,Orthodox & other christians,306,5,5.7235851
60,16,Male,Orthodox & other christians,265,5,5.57973
39,11,Female,Orthodox & other christians,409,9,6.0137153
49,19,Male,Orthodox & other christians,306,7,5.7235851
34,15,Female,No religion,281,5.3333335,5.6383548
23,16,Male,Orthodox & other christians,409,8,6.0137153
27,18,Male,No religion,460,6,6.1312265
39,16,Male,No religion,434,5,6.0730443
53,11,Female,No religion,383,6,5.9480348
53,17,Female,Orthodox & other christians,255,7.6666665,5.5412636
62,12,Male,Orthodox & other christians,511,4.6666665,6.2363696
34,12,Male,Orthodox & other christians,613,1.3333334,6.418365
62,14,Female,Orthodox & other christians,204,4,5.31812
29,18,Female,Orthodox & other christians,9090,7,9.1149302
32,11,Male,No religion,562,5.6666665,6.331502
34,12,Male,Orthodox & other christians,255,5,5.5412636
39,11,Male,No religion,306,6,5.7235851
51,11,Male,Orthodox & other christians,613,6.6666665,6.418365
64,12,Female,Orthodox & other christians,230,5,5.4380794
27,19,Male,Orthodox & other christians,511,6,6.2363696
51,17,Female,Orthodox & other christians,255,8.333333,5.5412636
40,12,Female,Orthodox & other christians,409,5,6.0137153
55,16,Male,Orthodox & other christians,1022,5,6.9295168
